success,algorithm,seed,cell_map,task,reactive_peds,task_path_length_m,task_n_turns,task_min_sidewalk_width_m,task_n_signalised_junctions,demand_total_ph,map_task
1,astar+orca,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,astar+orca,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,astar+orca,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,astar+orca,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
0,astar+orca,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,astar+orca,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,astar+orca,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
0,astar+orca,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,astar+orca_heuristic,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,astar+orca_heuristic,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,astar+orca_heuristic,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,astar+orca_heuristic,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,astar+orca_heuristic,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,astar+orca_heuristic,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,astar+orca_heuristic,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,astar+orca_heuristic,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,astar+orca_heuristic,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,astar+orca_heuristic,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,astar+rrt,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,astar+rrt,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
0,astar+rrt,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,astar+rrt,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,astar+rrt,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
0,astar+rrt,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,astar+rrt,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,astar+rrt,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,astar+rrt,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
0,astar+rrt,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,astar+sarl,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,astar+sarl,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,astar+sarl,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,astar+sarl,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,astar+sarl,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,astar+sarl,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
0,astar+sarl,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,astar+sarl,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,astar+sarl,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
0,astar+sarl,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,astar+sarl_upstream,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,astar+sarl_upstream,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,astar+sarl_upstream,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,astar+sarl_upstream,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,astar+sarl_upstream,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,astar+sarl_upstream,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,astar+sarl_upstream,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,astar+sarl_upstream,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,astar+sarl_upstream,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
0,astar+sarl_upstream,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,astar+teb,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
0,astar+teb,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
0,astar+teb,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,astar+teb,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,astar+teb,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
0,astar+teb,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,astar+teb,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,astar+teb,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
0,astar+teb,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
0,astar+teb,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,astar+teb_upstream,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,astar+teb_upstream,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,astar+teb_upstream,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,astar+teb_upstream,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,astar+teb_upstream,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
0,astar+teb_upstream,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,astar+teb_upstream,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,astar+teb_upstream,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,astar+teb_upstream,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,astar+teb_upstream,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+astar,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+astar,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
0,dijkstra+astar,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+astar,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+astar,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+astar,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+astar,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+astar,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+astar,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,dijkstra+astar,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+cadrl,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
0,dijkstra+cadrl,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+cadrl,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+cadrl,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+cadrl,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+cadrl,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+cadrl,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+cadrl,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+cadrl,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,dijkstra+cadrl,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+cadrl_upstream,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
0,dijkstra+cadrl_upstream,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+cadrl_upstream,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
0,dijkstra+cadrl_upstream,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+cadrl_upstream,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+cadrl_upstream,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+cadrl_upstream,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+cadrl_upstream,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+cadrl_upstream,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,dijkstra+cadrl_upstream,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+crowdnav_attngraph,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
0,dijkstra+crowdnav_attngraph,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+crowdnav_attngraph,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
0,dijkstra+crowdnav_attngraph,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+crowdnav_attngraph,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+crowdnav_attngraph,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+crowdnav_attngraph,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+crowdnav_attngraph,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
0,dijkstra+crowdnav_attngraph,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
0,dijkstra+crowdnav_attngraph,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+crowdnav_dsrnn,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+crowdnav_dsrnn,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+crowdnav_dsrnn,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+crowdnav_dsrnn,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+crowdnav_dsrnn,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+crowdnav_dsrnn,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+crowdnav_dsrnn,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+crowdnav_dsrnn,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+crowdnav_dsrnn,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,dijkstra+crowdnav_dsrnn,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+dijkstra,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+dijkstra,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
0,dijkstra+dijkstra,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+dijkstra,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+dijkstra,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
0,dijkstra+dijkstra,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+dijkstra,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+dijkstra,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+dijkstra,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,dijkstra+dijkstra,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+dwa,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+dwa,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+dwa,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+dwa,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+dwa,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+dwa,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+dwa,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+dwa,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+dwa,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,dijkstra+dwa,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+lstm_rl,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+lstm_rl,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+lstm_rl,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+lstm_rl,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+lstm_rl,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+lstm_rl,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+lstm_rl,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+lstm_rl,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+lstm_rl,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,dijkstra+lstm_rl,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+lstm_rl_upstream,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+lstm_rl_upstream,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+lstm_rl_upstream,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+lstm_rl_upstream,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
0,dijkstra+lstm_rl_upstream,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+lstm_rl_upstream,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+lstm_rl_upstream,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+lstm_rl_upstream,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+lstm_rl_upstream,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,dijkstra+lstm_rl_upstream,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+mpc,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+mpc,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+mpc,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+mpc,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+mpc,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+mpc,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+mpc,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+mpc,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+mpc,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,dijkstra+mpc,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+mpc_dompc,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+mpc_dompc,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+mpc_dompc,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+mpc_dompc,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+mpc_dompc,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
0,dijkstra+mpc_dompc,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+mpc_dompc,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+mpc_dompc,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+mpc_dompc,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,dijkstra+mpc_dompc,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+orca,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+orca,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+orca,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+orca,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+orca,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+orca,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
0,dijkstra+orca,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+orca,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+orca,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
0,dijkstra+orca,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+orca_heuristic,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+orca_heuristic,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+orca_heuristic,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+orca_heuristic,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+orca_heuristic,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+orca_heuristic,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+orca_heuristic,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+orca_heuristic,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+orca_heuristic,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
1,dijkstra+orca_heuristic,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+rrt,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+rrt,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
0,dijkstra+rrt,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+rrt,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+rrt,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
0,dijkstra+rrt,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+rrt,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+rrt,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+rrt,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
0,dijkstra+rrt,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+sarl,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+sarl,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+sarl,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+sarl,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+sarl,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+sarl,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
0,dijkstra+sarl,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+sarl,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+sarl,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
0,dijkstra+sarl,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+sarl_upstream,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+sarl_upstream,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+sarl_upstream,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+sarl_upstream,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+sarl_upstream,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
1,dijkstra+sarl_upstream,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+sarl_upstream,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+sarl_upstream,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
1,dijkstra+sarl_upstream,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
0,dijkstra+sarl_upstream,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+teb,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
0,dijkstra+teb,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
0,dijkstra+teb,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
1,dijkstra+teb,3,map1_straight,t10,jupedsim,255.6,2,2.0,0,656.6400000000001,map1_straight:t10
1,dijkstra+teb,4,map1_straight,t10,jupedsim,255.6,2,2.0,0,756.4788,map1_straight:t10
0,dijkstra+teb,5,map1_straight,t10,jupedsim,255.6,2,2.0,0,910.494,map1_straight:t10
1,dijkstra+teb,6,map1_straight,t10,jupedsim,255.6,2,2.0,0,792.252,map1_straight:t10
1,dijkstra+teb,7,map1_straight,t10,jupedsim,255.6,2,2.0,0,743.5332000000001,map1_straight:t10
0,dijkstra+teb,8,map1_straight,t10,jupedsim,255.6,2,2.0,0,708.0840000000001,map1_straight:t10
0,dijkstra+teb,9,map1_straight,t10,jupedsim,255.6,2,2.0,0,726.6995999999999,map1_straight:t10
1,dijkstra+teb_upstream,1,map1_straight,t10,jupedsim,255.6,2,2.0,0,872.1972000000001,map1_straight:t10
1,dijkstra+teb_upstream,10,map1_straight,t10,jupedsim,255.6,2,2.0,0,1026.396,map1_straight:t10
1,dijkstra+teb_upstream,2,map1_straight,t10,jupedsim,255.6,2,2.0,0,999.8136,map1_straight:t10
